"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","_",,"180","1699419540445","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"181","1699419541405","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","|","","180","1699419541403","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"181","1699419541405","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","181","1699419542693","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"182","1699419542695","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","182","1699419543908","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"183","1699419543910","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"182","1699419542695","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"183","1699419543910","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"184","1699419544796","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"185","1699419544980","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"186","1699419545204","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"187","1699419545496","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"182","1699419542695","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"183","1699419543910","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"184","1699419544796","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"185","1699419544980","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"186","1699419545204","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"187","1699419545496","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","183","1699419544794","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"184","1699419544796","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","183","1699419544978","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"185","1699419544980","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","185","1699419545202","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"186","1699419545204","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","186","1699419545495","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"187","1699419545496","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","187","1699419545784","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"188","1699419545785","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","188","1699419546182","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"189","1699419546183","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1699419547008","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","188","1699419547010","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","|","","188","1699419547358","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"189","1699419547359","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"188","1699419545785","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"189","1699419546183","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"189","1699419547359","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"190","1699419548085","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"191","1699419548321","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"192","1699419548756","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke"," ",,"188","1699419545785","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"189","1699419546183","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"189","1699419547359","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"190","1699419548085","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"191","1699419548321","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"192","1699419548756","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","189","1699419548085","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"190","1699419548086","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","190","1699419548320","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"191","1699419548321","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","191","1699419548755","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"192","1699419548756","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","|","","192","1699419550073","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"193","1699419550074","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit"," ","","193","1699419550814","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"194","1699419550815","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"193","1699419550074","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"194","1699419550815","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","|",,"193","1699419550074","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke"," ",,"194","1699419550815","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","194","1699419556217","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","|",,"195","1699419556219","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"File.Edit","_","","195","1699419558638","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"196","1699419558640","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","196","1699419558798","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"197","1699419558799","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","_","","197","1699419558967","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"198","1699419558967","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"195","1699419556219","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"196","1699419558639","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"197","1699419558799","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"198","1699419558967","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","|",,"195","1699419556219","main.py","1.1.5 for 2021-2022 @t1",,"|",,,,,
"X-Keystroke","_",,"196","1699419558639","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"197","1699419558799","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","_",,"198","1699419558967","main.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
